avgsen;black;born60;durat;hispan;inc86;inc86sq;narr86;nfarr86;nparr86;pcnv;pcnvsq;ptime86sq;ptime86;tottime
0;0;0;0;0;96.1;9235.21;0;0;0;1;1;0;0;0
0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;70.6;4984.36;0;0;0;0;0;0;0;0
0;0;0;0;0;161.3;26017.69;0;0;0;0.5;0.25;0;0;0
0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;1;7;1;65.9;4342.81;0;0;0;0.5;0.25;0;0;0
0;0;1;3;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;27.3;745.29;0;0;0;0.67;0.4489;0;0;0
0;0;1;1;0;0;0;0;0;0;1;1;0;0;0
0;0;0;0;0;93.9;8817.21;0;0;0;1;1;0;0;0
0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;23.2;5.382.401;0;0;0;1;1;0;0;0
0;0;0;25;0;13;169;0;0;0;1;1;0;0;0
0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;55.6;3091.36;0;0;0;0;0;0;0;0
0;0;0;9;1;0;0;0;0;0;0.5;0.25;0;0;0
0;0;1;0;0;33.7;1135.69;0;0;0;0;0;0;0;0
0;0;0;3;1;8.1;6.561.001;0;0;0;0.6;0.36;0;0;0
0;0;0;0;0;30.6;936.36;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;1;26.6;707.56;0;0;0;0;0;0;0;0
0;0;0;0;0;154.3;23808.49;0;0;0;0;0;0;0;0
0;0;0;12;0;0;0;1;1;0;0.5;0.25;0;0;0
0;0;0;1;0;0;0;1;1;0;0.5;0.25;0;0;0
0;0;1;0;1;127.5;16256.25;0;0;0;0;0;0;0;0
0;0;0;5;0;0;0;0;0;0;0.25;0.0625;0;0;0
0;1;0;2;0;0;0;1;0;0;0.33;0.1089;0;0;0
0;0;0;0;1;0.4;0.16;1;1;1;0.5;0.25;0;0;0
0;0;0;0;1;79.8;6.368.041;0;0;0;0;0;0;0;0
0;1;0;2;0;6.4;40.96;0;0;0;0.75;0.5625;0;0;0
0;0;0;2;0;16.4;268.96;0;0;0;0;0;0;0;0
0;0;1;0;0;0;0;0;0;0;0.67;0.4489;144;12;0
0;0;0;0;0;50.3;2530.09;2;0;0;0;0;0;0;0
0;0;0;3;0;0;0;1;1;1;0.44;0.1936;0;0;0
0;1;0;0;0;36.7;1346.89;0;0;0;0.29;0.0841;0;0;0
0;0;0;0;1;31.8;1011.24;0;0;0;1;1;0;0;0
0;0;0;0;0;26;676;1;1;0;0;0;0;0;0
0;1;0;0;0;4.7;22.09;0;0;0;0;0;0;0;0
0;0;0;19;1;1.8;3.24;0;0;0;0.5;0.25;0;0;0
0;0;1;0;1;2.1;4.409.999;1;1;1;0.2;0.04;0;0;0
0;0;1;6;0;72.8;5299.84;0;0;0;0;0;0;0;0
8.2;0;1;6.1;0;18.8;353.44;0;0;0;0.8;0.64;0;0;8.2
0;0;0;9;0;0;0;0;0;0;1;1;0;0;0
0.8;1;0;0;0;22.1;488.41;0;0;0;1;1;0;0;0.8
0;1;0;5;0;0;0;6;5;4;0.25;0.0625;0;0;0
0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;126.4;15976.96;0;0;0;0;0;0;0;0
0;0;0;0;0;180.2;32472.04;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;31.9;1017.61;0;0;0;0;0;0;0;0
0;0;1;1;0;0.4;0.16;0;0;0;1;1;0;0;0
0;0;1;0;1;126.8;16078.24;0;0;0;0.33;0.1089;0;0;0
0;0;0;18;0;0;0;0;0;0;0.75;0.5625;0;0;0
0;0;0;0;1;114.3;13064.49;0;0;0;1;1;0;0;0
11.9;0;0;0;0;90.3;8154.09;0;0;0;0.7;0.49;0;0;11.9
24.6;1;0;9;0;0;0;1;1;0;0;0;0;0;24.6
0;0;1;0;0;20.8;432.64;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;150.5;22650.25;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;98.1;9.623.609;0;0;0;0;0;0;0;0
0;0;0;0;0;84.5;7140.25;0;0;0;0;0;0;0;0
0;1;0;0;0;71.4;5097.96;0;0;0;0;0;0;0;0
0;0;0;5;0;0;0;0;0;0;1;1;0;0;0
0;0;0;1;0;70.4;4956.16;0;0;0;0;0;0;0;0
0;0;1;0;0;277.4;76950.76;0;0;0;0;0;0;0;0
0;1;1;0;0;7.6;57.76;0;0;0;0;0;0;0;0
0;0;0;0;0;65;4225;0;0;0;0;0;0;0;0
0;0;0;0;0;138.3;19126.89;0;0;0;0;0;0;0;0
0;0;0;3;0;1.5;2.25;0;0;0;0.18;0.0324;0;0;0
0;0;0;2;0;38.8;1505.44;0;0;0;0.2;0.04;0;0;0
0;0;0;1;0;32.3;1043.29;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;79.2;6272.64;0;0;0;0;0;0;0;0
0;0;0;0;0;91;8281;0;0;0;0.4;0.16;0;0;0
0;0;1;0;0;175.6;30835.36;0;0;0;0;0;0;0;0
0;0;0;1;1;0;0;2;0;0;0.38;0.1444;0;0;0
0;0;0;7;0;0;0;0;0;0;0;0;0;0;0
0;0;0;5;0;8.9;7.920.999;0;0;0;0;0;0;0;0
2.3;0;0;0;1;7.6;57.76;0;0;0;0.5;0.25;0;0;2.3
0;0;0;23;0;13.3;176.89;0;0;0;0.4;0.16;0;0;0
0;0;0;0;0;82.6;6822.76;0;0;0;1;1;0;0;0
0;0;0;0;0;171.9;29549.61;0;0;0;0;0;0;0;0
0;0;0;1;0;15.8;249.64;0;0;0;1;1;0;0;0
0;0;0;0;0;115.5;13340.25;0;0;0;0;0;0;0;0
0;0;0;0;0;46;2116;0;0;0;0.5;0.25;0;0;0
0;0;0;1;0;12.1;146.41;0;0;0;0;0;0;0;0
0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;17.2;295.84;0;0;0;0;0;0;0;0
31.3;0;0;1;1;0;0;0;0;0;0.25;0.0625;0;0;31.3
0;0;0;0;0;107.4;11534.76;0;0;0;0;0;0;0;0
0;0;0;4;1;0.1;0.01;0;0;0;0.5;0.25;0;0;0
0;0;0;1;0;0;0;0;0;0;0.73;0.5329;0;0;0
0;0;0;0;1;34.4;1183.36;1;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;24.2;585.64;0;0;0;0;0;0;0;0
0;0;0;0;0;9.6;92.16;1;1;0;0;0;0;0;0
0;0;0;0;0;43.2;1866.24;0;0;0;0;0;0;0;0
0;0;0;0;0;7.9;62.41;0;0;0;0.33;0.1089;0;0;0
0;1;0;0;0;103.2;10650.24;0;0;0;0;0;0;0;0
0;0;0;0;0;59.5;3540.25;0;0;0;1;1;0;0;0
0;0;0;0;0;328.8;108109.4;0;0;0;0;0;0;0;0
0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;9.8;96.04;0;0;0;0;0;0;0;0
0;1;1;1;0;0;0;10;3;2;0.17;0.0289;0;0;0
0;0;0;8;0;0;0;0;0;0;0.38;0.1444;0;0;0
0;0;0;0;0;44.7;1998.09;0;0;0;0;0;0;0;0
0;0;0;15;1;0;0;1;1;0;0.45;0.2025;25;5;0
0;0;0;0;0;28.7;8.236.901;0;0;0;0;0;0;0;0
0;0;0;1;0;10.2;104.04;1;1;1;0.8;0.64;0;0;0
0;0;0;0;0;31.4;985.96;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;36.9;1361.61;0;0;0;1;1;0;0;0
0;0;0;0;1;0;0;0;0;0;0.56;0.3136;144;12;0
0;0;1;0;0;208.2;43347.24;0;0;0;0;0;0;0;0
0;0;0;0;0;99.5;9900.25;0;0;0;0.5;0.25;0;0;0
0;0;0;0;1;77.6;6021.76;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;183.1;33525.61;0;0;0;0.67;0.4489;0;0;0
0;0;0;0;0;229;52441;0;0;0;0;0;0;0;0
10.5;0;0;0;0;186.3;34707.69;0;0;0;0.33;0.1089;0;0;10.5
0;0;0;1;1;32.7;1069.29;0;0;0;0.2;0.04;0;0;0
16.6;1;0;3.8;0;0;0;0;0;0;0.33;0.1089;0;0;16.6
35.4;1;0;0;0;0;0;0;0;0;0.6;0.36;144;12;35.4
0;0;0;0;0;19.6;384.16;0;0;0;0.33;0.1089;0;0;0
0;0;0;1;0;40.7;1656.49;3;2;0;0.33;0.1089;0;0;0
0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;3.4;11.56;3;0;0;1;1;0;0;0
0;0;0;1;0;85.3;7276.09;1;0;0;0.33;0.1089;0;0;0
0;0;0;10;0;0;0;0;0;0;0.33;0.1089;0;0;0
0;1;0;4;0;0;0;3;2;2;0.6;0.36;0;0;0
0;0;0;0;0;51;2601;0;0;0;1;1;0;0;0
0;0;0;1;0;0;0;0;0;0;1;1;0;0;0
0;0;0;0;0;161;25921;0;0;0;0;0;0;0;0
0;0;1;12;0;104.8;10983.04;0;0;0;0;0;0;0;0
0;0;1;0;1;0;0;0;0;0;0.5;0.25;144;12;0
0;0;0;1;1;14.4;207.36;2;1;1;0;0;0;0;0
0;0;0;0;0;166.2;27622.44;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;68.6;4705.96;1;1;0;0;0;0;0;0
0;0;0;7;0;0;0;0;0;0;0.6;0.36;0;0;0
0;0;1;24;0;0;0;1;0;1;1;1;36;6;0
24.4;1;0;0;0;8.7;7.568.999;0;0;0;1;1;0;0;24.4
0;0;0;12;0;0;0;1;1;0;0.5;0.25;0;0;0
0;0;1;0;0;44.2;1953.64;0;0;0;0;0;0;0;0
0;0;0;0;0;124;15376;0;0;0;0.33;0.1089;0;0;0
0;0;0;1;0;6.6;43.56;0;0;0;1;1;0;0;0
0;0;0;0;0;55.9;3124.81;0;0;0;0.67;0.4489;0;0;0
0;1;0;7;0;0;0;0;0;0;1;1;0;0;0
0;0;0;0;0;45.9;2106.81;0;0;0;1;1;0;0;0
0;0;1;0;1;168.3;28324.89;0;0;0;0;0;0;0;0
0;0;1;0;0;225.1;50670.01;0;0;0;0;0;0;0;0
0.9;0;0;0;1;72.5;5256.25;0;0;0;0.5;0.25;0;0;0.9
0;1;0;18;0;1.7;2.89;1;1;1;0.33;0.1089;0;0;0
0;0;0;0;0;34.4;1183.36;1;0;0;0;0;0;0;0
0;0;0;0;0;294.7;86848.09;1;0;0;1;1;0;0;0
0;0;0;0;0;137;18769;0;0;0;0.75;0.5625;0;0;0
0;0;1;0;0;130.6;17056.36;0;0;0;0;0;0;0;0
0;0;0;1;0;8.5;72.25;0;0;0;0;0;0;0;0
0;0;1;0;1;134.1;17982.81;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;28.1;789.61;0;0;0;1;1;0;0;0
0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7;1;6.6;43.56;0;0;0;0;0;0;0;0
0;0;0;2;1;31.3;9.796.899;0;0;0;0;0;0;0;0
0;0;0;0;0;59.2;3504.64;0;0;0;0;0;0;0;0
0;0;0;0;1;147.2;21667.84;0;0;0;0;0;0;0;0
0;0;0;0;0;3.9;15.21;1;1;1;0.43;0.1849;0;0;0
0;0;1;1;0;36.6;1339.56;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;156.3;24429.69;0;0;0;0;0;0;0;0
0;1;0;5;0;0;0;1;0;0;0;0;0;0;0
0;0;0;0;0;97.3;9.467.291;0;0;0;1;1;0;0;0
6;1;0;0;0;1.8;3.24;2;2;0;0.25;0.0625;0;0;6
9.3;1;0;3;0;0;0;0;0;0;0.45;0.2025;0;0;9.3
0;1;0;2;0;0;0;0;0;0;0.25;0.0625;0;0;0
0;0;1;0;0;46;2116;0;0;0;1;1;0;0;0
0;0;1;0;1;60.4;3648.16;0;0;0;1;1;0;0;0
0;0;0;2;0;48.8;2381.44;0;0;0;0;0;0;0;0
0;0;0;0;0;67.3;4.529.291;0;0;0;1;1;0;0;0
0;0;0;3;1;0;0;0;0;0;1;1;0;0;0
0;0;1;0;0;13.1;171.61;0;0;0;0.4;0.16;25;5;0
0;0;0;1;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;1;15;1;5.8;33.64;0;0;0;0.5;0.25;0;0;0
0;0;1;17;0;5.7;32.49;0;0;0;0;0;0;0;0
0;0;0;0;0;200.2;40080.04;0;0;0;0;0;0;0;0
0;0;0;0;1;165.6;27423.36;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;40.1;1608.01;0;0;0;1;1;0;0;0
0;0;0;0;1;32.6;1062.76;0;0;0;0.67;0.4489;0;0;0
0;0;0;0;0;10.6;112.36;1;0;0;0;0;0;0;0
0;0;0;0;0;120.4;14496.16;0;0;0;1;1;0;0;0
0;0;0;0;0;55;3025;1;1;0;1;1;0;0;0
0;0;0;0;1;79.2;6272.64;0;0;0;0;0;0;0;0
0;0;0;0;0;41.6;1730.56;1;0;1;0.33;0.1089;0;0;0
0;0;0;0;0;113.7;12927.69;0;0;0;0;0;0;0;0
0;0;1;0;0;29.4;864.36;0;0;0;0;0;0;0;0
0;0;0;0;0;104;10816;0;0;0;1;1;0;0;0
0;0;0;5;0;7.6;57.76;0;0;0;0.33;0.1089;0;0;0
0;0;1;0;0;131.1;17187.21;0;0;0;1;1;0;0;0
0;0;0;2;1;25.1;630.01;0;0;0;0.5;0.25;0;0;0
0;0;0;1;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;1;0;0;343;117649;0;0;0;0;0;0;0;0
0;0;0;2;0;19.9;396.01;0;0;0;1;1;0;0;0
0;0;0;0;0;86.7;7516.89;0;0;0;0;0;0;0;0
16.5;1;0;5;0;0;0;0;0;0;0.43;0.1849;0;0;16.5
0;0;0;0;1;115.8;13409.64;0;0;0;1;1;0;0;0
0;0;0;0;1;26.1;681.21;1;0;0;0;0;0;0;0
0;1;0;0;0;152.7;23317.29;0;0;0;0.5;0.25;0;0;0
0;1;0;0;0;158;24964;0;0;0;0;0;0;0;0
0;0;1;0;0;160.6;25792.36;0;0;0;1;1;0;0;0
0;0;0;0;0;300.8;90480.63;1;1;0;0.4;0.16;0;0;0
0;0;0;0;0;3.5;12.25;0;0;0;1;1;0;0;0
0;0;1;0;0;23.4;547.56;0;0;0;1;1;0;0;0
0;0;0;3;0;0;0;4;3;2;0.5;0.25;0;0;0
0;0;0;0;1;74.4;5535.36;0;0;0;0.5;0.25;0;0;0
0;0;0;3;1;25.1;630.01;0;0;0;0.5;0.25;0;0;0
4.8;1;0;4.2;0;1;1;0;0;0;0.5;0.25;16;4;4.8
0;0;0;2;0;37.1;1376.41;0;0;0;0;0;0;0;0
0;1;0;25;0;0;0;2;2;2;0;0;0;0;0
0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;109.2;11924.64;0;0;0;0.5;0.25;0;0;0
0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
0;1;0;0;0;90.4;8172.16;0;0;0;1;1;0;0;0
0;0;0;0;0;3.9;15.21;0;0;0;0;0;0;0;0
0;0;0;5;1;4.8;23.04;1;1;0;0.5;0.25;0;0;0
0;0;0;0;0;104.6;10941.16;0;0;0;1;1;0;0;0
0;0;1;0;1;113.1;12791.61;0;0;0;0;0;0;0;0
0;0;0;0;0;41.5;1722.25;0;0;0;0.5;0.25;0;0;0
0;0;0;1;0;27;729;1;0;0;1;1;0;0;0
0;0;0;7;1;0;0;3;1;1;0.3;0.09;36;6;0
0;0;0;0;0;16.4;268.96;2;1;1;0.5;0.25;0;0;0
0;0;0;0;0;57.7;3329.29;0;0;0;0.67;0.4489;0;0;0
0;0;0;1;1;35.9;1288.81;0;0;0;1;1;0;0;0
0;1;0;0;0;26;676;1;1;1;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0.33;0.1089;144;12;0
0;0;0;0;0;74.4;5535.36;0;0;0;1;1;0;0;0
0;0;1;0;1;214.5;46010.25;0;0;0;1;1;0;0;0
0;0;0;1;0;65.6;4303.36;1;1;0;0;0;0;0;0
0;0;0;0;1;133.1;17715.61;0;0;0;0;0;0;0;0
0;0;0;0;0;95.6;9.139.359;0;0;0;1;1;0;0;0
0;0;1;0;0;170.7;29138.49;0;0;0;0.25;0.0625;0;0;0
0;0;1;0;0;54.3;2948.49;0;0;0;1;1;0;0;0
0;0;0;0;0;152.7;23317.29;0;0;0;1;1;0;0;0
8.4;1;1;3.8;0;0;0;0;0;0;0.6;0.36;0;0;16.8
0;0;0;0;0;2.5;6.25;1;1;1;0;0;0;0;0
0;0;0;0;0;20;400;0;0;0;0.67;0.4489;0;0;0
0;0;0;0;0;107.3;11513.29;0;0;0;1;1;0;0;0
0.8;0;1;1;1;0;0;1;1;0;0.33;0.1089;0;0;0.8
0;1;0;1;0;0;0;2;2;0;0.2;0.04;0;0;0
0;0;0;0;0;67.1;4502.41;0;0;0;1;1;0;0;0
0;0;0;0;1;61.4;3769.96;5;1;0;0.25;0.0625;0;0;0
0;0;0;0;0;5.6;31.36;2;2;0;0.25;0.0625;0;0;0
0;0;1;0;0;9.6;92.16;0;0;0;0;0;0;0;0
0;0;0;0;0;175.6;30835.36;0;0;0;1;1;0;0;0
0;0;0;2;1;13.7;187.69;0;0;0;0.25;0.0625;0;0;0
0;0;0;6;1;0;0;0;0;0;0.6;0.36;0;0;0
0;0;0;0;0;28.6;817.96;0;0;0;0;0;0;0;0
0;0;1;0;1;54.5;2970.25;0;0;0;0;0;0;0;0
14.3;0;0;0;1;8.2;67.24;0;0;0;0.4;0.16;0;0;14.3
0;0;0;3;1;0;0;3;1;0;0.56;0.3136;0;0;0
0;0;1;0;0;51.8;2683.24;0;0;0;0;0;0;0;0
0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
0;1;0;2;0;4.3;18.49;2;2;1;0.56;0.3136;0;0;0
0;0;0;7;1;7.5;56.25;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;44.5;1980.25;2;0;0;0.5;0.25;0;0;0
0;0;0;2;0;27.3;745.29;0;0;0;1;1;0;0;0
0;1;0;1;0;2.5;6.25;1;1;1;0.5;0.25;0;0;0
0;0;0;0;1;103.7;10753.69;0;0;0;1;1;0;0;0
0;0;0;0;0;158.8;25217.44;0;0;0;0;0;0;0;0
0;1;0;0;0;52.9;2798.41;0;0;0;0;0;0;0;0
0;0;1;2;1;14.7;216.09;0;0;0;1;1;0;0;0
0;0;0;0;0;77.6;6021.76;0;0;0;0.5;0.25;0;0;0
0;1;0;15;0;0;0;0;0;0;0.08;0.0064;121;11;0
0;0;0;0;1;128.7;16563.69;0;0;0;0;0;0;0;0
0;0;0;2;1;84.1;7072.81;0;0;0;0.67;0.4489;0;0;0
0;0;1;2;0;23.9;571.21;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;107.9;11642.41;0;0;0;0;0;0;0;0
0;0;0;3;0;56.3;3169.69;0;0;0;0;0;0;0;0
0;1;1;0;0;16.1;259.21;0;0;0;0.5;0.25;0;0;0
0;0;1;0;0;205.8;42353.64;0;0;0;0.25;0.0625;0;0;0
0;0;0;0;0;132.4;17529.76;0;0;0;1;1;0;0;0
0;0;0;0;1;142.8;20391.84;0;0;0;1;1;0;0;0
0;0;1;0;0;232;53824;0;0;0;0;0;0;0;0
0;0;0;1;0;3.3;10.89;0;0;0;0.33;0.1089;0;0;0
0;1;0;0;0;0;0;0;0;0;0.18;0.0324;144;12;0
0;0;0;0;0;210.9;44478.81;0;0;0;0;0;0;0;0
0;1;1;0;0;122.8;15079.84;0;0;0;0.67;0.4489;0;0;0
0;0;1;0;1;49;2401;0;0;0;0;0;0;0;0
0;0;0;6;0;39.9;1592.01;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;100.5;10100.25;0;0;0;0;0;0;0;0
0;0;0;0;1;78.1;6099.61;0;0;0;0.25;0.0625;0;0;0
0;0;0;0;1;136.5;18632.25;0;0;0;0;0;0;0;0
0;0;0;0;1;19.2;368.64;3;0;1;0.6;0.36;0;0;0
0;0;0;0;0;123.8;15326.44;0;0;0;0;0;0;0;0
0;0;1;1;0;0;0;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;38.3;1466.89;0;0;0;1;1;0;0;0
0;0;0;0;0;132.1;17450.41;0;0;0;1;1;0;0;0
0;0;1;0;0;187.9;35306.41;0;0;0;0;0;0;0;0
0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;17.1;292.41;0;0;0;0.13;0.0169;0;0;0
0;0;0;3;0;0;0;0;0;0;1;1;0;0;0
0;0;0;6;0;49.8;2480.04;0;0;0;0.33;0.1089;0;0;0
0;1;0;0;0;19.2;368.64;0;0;0;0.25;0.0625;0;0;0
0;0;1;10;0;10.1;102.01;0;0;0;1;1;0;0;0
0;0;0;1;0;0;0;0;0;0;1;1;0;0;0
0;1;0;0;0;59.7;3564.09;1;0;0;0;0;0;0;0
0;0;0;3;0;0;0;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;104.4;10899.36;0;0;0;0;0;0;0;0
0;0;0;0;1;3.8;14.44;1;0;0;0.29;0.0841;0;0;0
0;0;0;0;0;70.9;5026.81;0;0;0;1;1;0;0;0
0;0;1;0;0;151.1;22831.21;0;0;0;1;1;0;0;0
0;1;0;2;0;5.5;30.25;0;0;0;0.47;0.2209;0;0;0
0;0;0;0;0;35.8;1281.64;0;0;0;1;1;0;0;0
0;0;0;0;0;36.5;1332.25;0;0;0;0;0;0;0;0
0;0;0;12;0;19;361;0;0;0;0.63;0.3969;36;6;0
0;0;0;0;0;8.6;7.396.001;0;0;0;0;0;0;0;0
1.1;0;0;0;1;154.5;23870.25;0;0;0;0.6;0.36;0;0;1.1
0;0;1;0;0;157;24649;0;0;0;1;1;0;0;0
0;0;0;1;1;21.8;475.24;0;0;0;0.5;0.25;0;0;0
0;0;0;1;1;7.1;50.41;0;0;0;0.67;0.4489;0;0;0
9;0;0;0;0;20.7;428.49;0;0;0;0.5;0.25;0;0;9
0;0;0;0;0;284.3;80826.48;0;0;0;0;0;0;0;0
0;0;0;5;1;56.8;3226.24;0;0;0;0;0;0;0;0
0;0;0;0;0;84.2;7089.64;0;0;0;0.25;0.0625;0;0;0
0;0;0;0;0;6.7;44.89;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;117.2;13735.84;0;0;0;1;1;0;0;0
0;0;1;1;0;32.3;1043.29;0;0;0;1;1;0;0;0
0;0;1;0;1;79;6241;1;0;0;0.33;0.1089;0;0;0
0;0;1;0;0;174.5;30450.25;0;0;0;0;0;0;0;0
0;0;0;2;0;20.6;424.36;0;0;0;0.67;0.4489;0;0;0
0;0;0;0;0;262;68644;0;0;0;1;1;0;0;0
0;1;0;1;0;77.4;5990.76;0;0;0;0;0;0;0;0
0;0;0;6;0;45.4;2061.16;0;0;0;0;0;0;0;0
0;0;1;8;0;0;0;0;0;0;0;0;0;0;0
0;0;1;0;0;69.7;4.858.089;0;0;0;1;1;0;0;0
0;0;0;0;0;206;42436;0;0;0;0;0;0;0;0
23.9;0;0;8.9;0;10.6;112.36;2;1;0;0.75;0.5625;0;0;23.9
0;0;1;0;1;196.3;38533.69;0;0;0;0;0;0;0;0
0;0;0;6;0;0;0;0;0;0;1;1;0;0;0
0;0;1;0;0;76.6;5867.56;1;1;0;1;1;0;0;0
0;0;0;0;0;203.1;41249.61;0;0;0;0.4;0.16;0;0;0
0;0;0;0;1;28.2;7.952.401;2;0;0;0;0;0;0;0
0;0;0;0;1;197.8;39124.84;0;0;0;0;0;0;0;0
0;0;0;1;0;18.9;357.21;0;0;0;0;0;0;0;0
0;0;0;0;0;20.9;436.81;0;0;0;0;0;0;0;0
0;0;0;1;0;5.1;26.01;0;0;0;0.33;0.1089;0;0;0
0;1;0;1;0;9.8;96.04;0;0;0;0;0;0;0;0
0;0;0;0;0;30.4;924.16;0;0;0;1;1;0;0;0
0;1;0;0;0;0;0;0;0;0;0.26;0.0676;144;12;0
0;1;1;5;0;0;0;1;1;0;0;0;0;0;0
0;0;0;0;1;44;1936;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;1;204.7;41902.09;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;13.2;174.24;0;0;0;1;1;0;0;0
0;0;0;0;0;5.4;29.16;0;0;0;0.5;0.25;0;0;0
0;1;1;2;0;13.4;179.56;1;1;0;1;1;0;0;0
0;0;0;0;0;1.9;3.61;1;1;0;0.17;0.0289;0;0;0
0;0;0;0;0;68.9;4747.21;1;0;0;0;0;0;0;0
0;0;1;1;1;0;0;0;0;0;0.67;0.4489;0;0;0
0;0;0;0;0;134.4;18063.36;0;0;0;0;0;0;0;0
0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;1;130.8;17108.64;0;0;0;0.5;0.25;0;0;0
0;1;0;15;0;0;0;1;0;0;0.4;0.16;0;0;0
0;0;0;0;0;24.9;620.01;0;0;0;0;0;0;0;0
0;0;0;1;0;80.1;6416.01;2;0;0;0.67;0.4489;0;0;0
0;0;0;3;0;5.3;28.09;0;0;0;1;1;0;0;0
0;0;0;1;0;0.3;0.09;1;1;1;0.67;0.4489;0;0;0
0;0;1;1;1;0;0;1;0;0;0.33;0.1089;0;0;0
0;0;1;0;1;100.1;10020.01;0;0;0;0;0;0;0;0
0;0;1;3;1;51;2601;0;0;0;0;0;0;0;0
0;0;1;0;0;103;10609;0;0;0;0;0;0;0;0
0;0;0;0;0;87.3;7.621.291;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;38.5;1482.25;0;0;0;0.67;0.4489;0;0;0
0;0;0;0;0;94.9;9.006.011;0;0;0;0;0;0;0;0
0;0;0;0;0;70.1;4914.01;0;0;0;1;1;0;0;0
0;0;1;0;0;71.6;5126.56;0;0;0;1;1;0;0;0
0;1;0;0;0;39.4;1552.36;1;1;1;0.5;0.25;0;0;0
0;0;1;4;0;33.3;1108.89;0;0;0;0.33;0.1089;0;0;0
0;0;0;0;0;136.5;18632.25;0;0;0;1;1;0;0;0
0;0;0;0;1;10.6;112.36;1;1;1;0.67;0.4489;0;0;0
0;0;1;0;0;209.7;43974.09;0;0;0;1;1;0;0;0
0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
0;0;0;5;0;0;0;0;0;0;1;1;0;0;0
0;0;0;5;0;37.7;1421.29;0;0;0;1;1;0;0;0
0;0;0;0;0;60.3;3636.09;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0.44;0.1936;144;12;0
0;0;0;1;0;68.5;4692.25;0;0;0;0;0;0;0;0
0;0;1;5;0;29.8;888.04;0;0;0;1;1;0;0;0
0;0;0;0;0;161.6;26114.56;0;0;0;0;0;0;0;0
0;0;0;0;1;0;0;0;0;0;0.8;0.64;144;12;0
0;0;0;0;0;142.6;20334.76;0;0;0;0;0;0;0;0
0;0;0;0;0;34.4;1183.36;0;0;0;1;1;0;0;0
0;0;0;0;0;188.8;35645.44;0;0;0;0.5;0.25;0;0;0
0;0;0;0;0;228.6;52257.96;0;0;0;0;0;0;0;0
0;0;1;0;0;172.7;29825.29;0;0;0;0;0;0;0;0
0;1;1;0;0;33.1;1095.61;1;1;0;0.5;0.25;0;0;0
0;1;1;0;0;38.4;1474.56;0;0;0;0;0;0;0;0
0;0;0;0;1;97.2;9447.84;0;0;0;0.67;0.4489;0;0;0
0;0;0;0;0;34.9;1218.01;0;0;0;0.5;0.25;0;0;0
0;0;0;1;0;2.4;5.76;0;0;0;1;1;0;0;0
0;1;0;0;0;11.3;127.69;0;0;0;0.33;0.1089;0;0;0
0;0;0;2;0;35;1225;0;0;0;1;1;0;0;0
